Letter ID,Sentence
ASCC 17753,leider gesundheitlich gut.
ASCC 17753,"frau hertzka eigentlich alt, 76."
ASCC 17753,"lebensjahr, anstrengende arbeit – emigration arbeitete gärtnerin – lebensmotor überansprucht."
ASCC 17753,"ueber hans nachod sagen, kannte gehört, england erkundigen."
ASCC 17753,"dr. adler gut, angenehmen, treuen kreis kammermusik, nächsten sommer frau besuch wien."
ASCC 17753,"liebsten würde bleiben, herausstel len, materiell regeln geht."
ASCC 17754,"dabei, zusammenarbeit erwin ratz dr. polnauer prospekt über werke herauszubringen."
ASCC 17754,"prospekt natürlich äusserlich repräsentativ aussehen bitten deshalb, postwendend reproduzierbares bild für titelblatt übersenden."
ASCC 17755,"beiliegend sende abrechnung, getrennt alten werken, gemäss unseres vertrages."
ASCC 17755,"guthaben, alten werken zusteht abrechnung über alten werke zusteht, müsste korrektur unterzogen werden."
ASCC 17755,"amp mitteilt, anteile amerikanischen aufführungen erhalten, wobei unterschied alten werken wurde."
ASCC 17755,endgültige abrechnung amerika liegt vor.
ASCC 17755,"zurzeit herr dr. kalmus new york, aufgabe ist, abrech nungslegung verlangen."
ASCC 17755,"nehme an, einver standen sind, anteil, werken usa erhalten eigentlich abdeckung saldos werke dienen sollte, abrechnung alten werke abzug gebracht wird."
ASCC 17755,"betrag kenne angelegenheit hinaus zuziehen (bis möglichkeit bewilligung halte, $ auszuzahlen, ohnedies versteichen) schlage vor, hälfte guthabens alten werken überweisen hälfte vorläufig zurückbehalten, abrechnung zahlun gen usa für alte werke vornehmen können."
ASCC 17755,"bitte, lassen möglichst wissen, vorschlag einverstanden sind."
ASCC 17756,danke für brief 9. ds.
ASCC 17756,"m. veranlasst, mr. frederick auffüh renden chicago komplettes material „pierrot“ amp erhalten, adressen weiss, materiale direkt schicken."
ASCC 17756,interessenten material üblichen bedingungen erhalten.
ASCC 17756,"klarinettenstimme bestimmt herr erich simon gestohlen, pierrot liebt, falls ersetzen exemplar."
ASCC 17756,leibowitz material erhalten arbeitet pierrot.
ASCC 17756,"inzwischen veranlasst, abrechnung gebracht wird."
ASCC 17756,hören darüber wenigen tagen.
ASCC 17757,"längeren reise wien zurückgekehrt, für gerichteten zei len danken schöne fotografie bestätigen, geschickt haben."
ASCC 17757,"selbstverständlich benützung zurücksenden, obwohl leid tut, behalten dürfen."
ASCC 17757,"blatt, für bild verwenden, falls erscheinen zu."
ASCC 17757,über abrechnung herr schlee geschrieben.
ASCC 17758,"bestem retournieren anbei einge sandte foto, verkleinerung übrigens ausge fallen ist."
ASCC 17758,prospekt über werke erscheint monat selbstverständlich sofort zu.
ASCC 17759,schrieben 9.
ASCC 17759,"april, für führung mr. kurt frederick albuquerque aufführung chicago material new yorker vertretung verfügung steht."
ASCC 17759,mitteilung vertretung weitergegeben 2 materiale gesandt.
ASCC 17759,"sehen, missver ständnis gehandelt hat, wiederholen nachstehend ant wort associated music publishers: „wir hr."
ASCC 17759,"kurt frederick geschrieben, pierrot kann, gesagt, (das monaten) allzulange verleihen könnten d. h. monate, hoffen, mehrere materiale kurzer haben."
ASCC 17759,"inzwischen kurt frederick (mit befreundet sind) geschrieben, material vorschlage, für universität kaufen."
ASCC 17759,brauchen nämlich gewiss 4 monate schule ruhig abgeben.“.
ASCC 17760,"gestern fand festkonzert statt, programm beiliegend sende."
ASCC 17760,"erfreulich, leider sagen überraschenderweise, saal fast letzten platz besetzt."
ASCC 17760,aufführung fast durchwegs gut.
ASCC 17760,"interessieren sie, wahrscheinlich, klavierkonzert geradezu un geheuren erfolg hat."
ASCC 17760,"pause gespräch belauschen, wahrscheinlich wien geführt kann."
ASCC 17760,diensthabende wachmann herrn diskus sion über gehörte: „aber sehen sachen genau an.
ASCC 17760,"lässt tonika, dominante subdominante zurückführen.“ glück, kurzer paris konzert beizuwohnen, leibowitz ehren veran staltete."
ASCC 17760,"für interessant, „ode napoleon“ frau leibowitz hören, schwie rigen aufgabe gewachsen war."
ASCC 17760,"werk eindruck, sogar wiederholt musste."
ASCC 17761,"finden aufklärung, ver kaufsangeboten manuskripte kommt."
ASCC 17761,herrn wolfgang müller-sehn beiliegende gebot erhalten.
ASCC 17761,"für interessiert klärt, gerne dingen spur möchte."
ASCC 17761,"sagen, originalpartitur „pierrot lunaire“ befindet."
ASCC 17761,"merkwürdigerweise durchweg handschrift, nummern nacht, enthauptung (?"
ASCC 17761,"), kreuze (anscheinend teilweise), zwischenspiel (fehlt teil), heimweh, ueberleitung mondfleck, mondfleck (anscheinend weise – text), alter duft (text) kopien fremder hand."
ASCC 17761,"möchte feststellen, für manuskript ver kauf angeboten wird."
ASCC 17761,möglicherweise handelt un serem original kopien ersetzten teile.
ASCC 17761,"würde interessieren, eventuell feststellen könn ten, manuskript streichquartetts gegeben erinnern, partitur „ „pierrot lunaire“ angegebenen nummern handschrift sind."
ASCC 17762,für brief 15.
ASCC 17762,november.
ASCC 17762,"verstehe nicht, inwiefern überweisung guthabens verluste haben."
ASCC 17762,zumindest wechselverhält nis für eher günstig.
ASCC 17762,"natürlich gerne bereit, wünsche erfüllen zunächst sohn 360.– ankauf kohlen geben konto belasten."
ASCC 17762,"abrechnung über materialgebühren stattge habter aufführungen spät erhalten, liegt darin, be träge spät eingehen."
ASCC 17762,"fehlt ländern überweisungsmöglichkeiten, beträge, obwohl betreffenden ländern bezahlt sind, verrechnung konnten."
ASCC 17762,"scheint aber, erfolgten regelung normaler funktio nieren wird."
ASCC 17762,"gefreut, kritik über frau schweiz erhalten haben."
ASCC 17762,"leider hand intrigen geführt, frau gebeten habe, „pierrot lunaire“ machen, anschein erwecken, leiter verlages frau vorzu schieben."
ASCC 17762,"immerhin aufführungen, frau hat, beigetragen, „pierrot lunaire“ stellen neu einstudiert wurde."
ASCC 17762,italienischen ensemble marya freund „pierrot“ paris london aufgeführt.
ASCC 17762,"wahrscheinlich wissen, leibowitz sommer private aufführung paris veranstaltet wien gruppe zusammengetan „pierrot“ radio gemacht."
ASCC 17762,"frau unglücklich, opfer bringen muss, stark werk eingelebt, sieht befürchtete „inkompatibilität“ ein."
ASCC 17763,erhalten dr. charles b. hutton (european postal adress: boite postale no.
ASCC 17763,"39, monte carlo, fol genden brief angelegenheit manuskripte: „dear sir: referring to your letter of november 15th, informing you that my associate angeles, mr. milton s. koblitz, attorney has asked me exploit europe the possibilities for selling these manuscripts."
ASCC 17763,not possession of them.
ASCC 17763,"therefore have forwarded your letter to angeles, asking to write to you all the details."
ASCC 17763,the address of mr. milton s. koblitz is: postoffice box no.
ASCC 17763,"2416, angeles 24, california, usa."
ASCC 17763,sincerely dr. charles b. hutton m. p. copy is mailed to mr. m. - .
ASCC 17763,koblitz.“ verweisen nochmals schreiben 14.
ASCC 17763,"november angelegenheit wären dankbar, nachgehen nachricht geben wollten."
ASCC 17764,universal-edition herrn alfred schlee persönlich gerichtetes schreiben 12.5. eingetroffen.
ASCC 17764,"herr schlee augenblicklich verreist, laufe kommenden woche wien sein."
ASCC 17764,bitte stellungnahme beantwortung briefes gedulden.
ASCC 17765,"zeitungen lesen, juli d. j. darmstadt vorlesungen halten werden."
ASCC 17765,"wäre herrlich, wäre, gäbe gelegenheit, über probleme ausführlich aussprechen."
ASCC 17765,"zeitungen grundsätzlich glaube, freue erst, nachricht persönlich bestätigt wird."
ASCC 17766,"verständlichen telegramm associated music publishers sehe ich, anscheinend irgendwelche entscheidungen vorbereiten."
ASCC 17766,"alien property custodian direkt einvernehmen setzen, festzustellen, schritte nommen können."
ASCC 17766,danke jedenfalls für nachricht 19.
ASCC 17766,"mai warte spannung bot schaft, presse angekündigte europareise keit wird."
ASCC 17767,"grossem interesse zuschrift 16. v. m. gelesen möchten mitteilen, vertragsverpflichtungen gegenüber erfüllen werden."
ASCC 17767,"auszahlung tantiemen bewilligung devisen stelle gebunden sind, ähnlichen fällen anstandslos erhalten."
ASCC 17767,"amerikanischen aufführungen resultierenden erträg nisse können ohneweiters amerikanische vertretung, firma associated music publishers inc. new-york ausbezahlt erhalten."
ASCC 17767,diesbezüglichen weisungen a.m.p.
ASCC 17767,unterwegs dürften übermorgen eintreffen.
ASCC 17767,"können weiters überzeugt sein, absolute vorsorge treffen, werke handel fehlt, neu druck rechtzeitig vorgenommen wird."
ASCC 17767,"gerne bereit, freiexemplare werke senden bitten mitteilung, werke speziell handelt."
ASCC 17767,"gesandte abrechnung anbelangt, wären dankbar, aufführungen, enthal ten sind, angeben wollten, sogleich nötigen recherchen vornehmen können."
ASCC 17767,"liegt unserem, interesse aufführungen erfassen bitten bekannten aufführungen verständigen."
ASCC 17767,"juli 1938 antwort erhalten haben, 5."
ASCC 17767,"jänner 1939, interessen schützen, fälle erneuerung copyrights angemeldet."
ASCC 17767,"übrigen erlauben mitzuteilen, nächsten wochen neuregelung sämtlicher verträge erfol gen dürfte erlauben, ihnen, sobald irgendein posi tiver vorschlag vorliegt, mitzuteilen."
ASCC 17768,können leider abwesenheit direktor hertzka vorschuss ueberweisen =
ASCC 17769,beabsichtigen titel „musik zeit“ sammlung moderner klaviermusik 6 heften herauszubringen möch ten letzte hefte abschluss sammlung nr.
ASCC 17769,1 op.
ASCC 17769,11 aufnehmen .
ASCC 17769,"zwecke sammlung vorwiegend propagandi stischer ist, preis ausserordentlich niedrig gehalten verträgt belastung autorenhonorar."
ASCC 17769,stellen höfl.
ASCC 17769,"ersuchen, unentgeltliche aufnahme genannten klavierstückes gestatten, seinerzeit george-liedern getan haben, unentgeltlichen abdruck album „das moderne lied“ gleichfalls gestatteten."
ASCC 17770,"herzlichen für karte, gefreut hat."
ASCC 17770,"fürchte, übermüden für rate dringend weise mäßigung."
ASCC 17770,görgi verabredungsgemäss stecherei hirsch „mitarbeiter“ eingetreten.
ASCC 17770,"grund erkun digungen erfahren habe, funktioniert vollkommen befrie digend; längere persönliche un terredung hoffe, gestal ten wird."
ASCC 17770,"zeit, vorläufig, bestimm te „rangsklasse“ eingeteilt werden, stecherei ver bringen muss, später zweifellos eingerechnet werden."
ASCC 17770,"wichtigste ist, aushält bitte, sinne aufzumuntern."
ASCC 17770,"zeit, positivere erfahrungen vorliegen, drücke erzählen lassen möglich fördern."
ASCC 17770,"– reise kurzen besuch schreker bodensee, gehe baden-baden."
ASCC 17770,8–10 wien.
ASCC 17770,"p. s. frau fräulein hofer gestern per auto bodensee gefah ren, treffen."
ASCC 17770,lieben frau grüsse damen be stellen.
ASCC 17772,überwiesen wiener postsparkassen-konto betrag 840.– gegenwert 500.– halt gefl.
ASCC 17772,gelegentlich bestätigen wollen.
ASCC 17772,letzte heft „fackel“ k. kraus „die unüberwindlichen“ erliegt verfügung.
ASCC 17772,beides roquebrune senden?
ASCC 17773,erhielten zuschrift 14. d. m. wunschgemäss 500 mark telegrafisch länderbank überwiesen.
ASCC 17773,"hoffen, betrag rechtzeitig eintrifft."
ASCC 17773,"freuen sehr, orchesterwerk (variationen) woche vollenden sofort kontophot-gesellschaft verbindung gesetzt."
ASCC 17773,"leider sagen, filiale marseille nizza befindet (die zentrale firma be findet nämlich wien berlin), hier, voraussicht filiale besteht."
ASCC 17774,liebenswürdigen aufforderung gebrauch erinnern album „musik zeit“ anlässlich letzten anwesen heit wien sprachen für kurzes klavier stück zusagten.
ASCC 17774,"album liegt, klavierstück druck fertig wären ungemein dankbar, klavierstück (von beliebig kurzem umfang) möglichst verfügung stellen könnten."
ASCC 17774,anbei kopie briefes dir.
ASCC 17774,hertzka sohn.
ASCC 17775,"erhielten samstag mittags geschätztes schreiben 28. v. m., liessen sofort partitur „pierrot lunaire“ zugehen."
ASCC 17775,"wären dankbar, stück september erhalten könnten, 6. letzte heft sammlung oktober erscheinen kann."
ASCC 17775,"bezüglich filiale kontophot schrieben 18. v. m., filiale nizza marseille existiert."
ASCC 17775,"verfahren ziemlich verbreitetes ist, z."
ASCC 17775,"b. für rechnungsauszüge banken verwendung findet, glauben wir, ähnliches unternehmen nizza marseille finden müssen."
ASCC 17775,praecise auskunft dings darüber bekommen können.
ASCC 17775,"erhalten herrn furtwängler schreiben folgenden inhalts: „aus brief arnold schönberg, soeben erhalten habe, entnehme ich, neues variationen-werk september stiche fertig ist."
ASCC 17775,"möchte bitten, mir, geht, partitur senden, evtl."
ASCC 17775,vorher photographie manuskriptes.
ASCC 17775,"herr schönberg werk führung überlassen hat, beabsichtige ich, werk zunächst berlin aufführung bringen."
ASCC 17775,"nehme an, uraufführung ist?"
ASCC 17775,adresse 10.x.
ASCC 17775,"st. moritz, villa acla silva, mannheim, mollstrasse 45.“ informierten herrn furtwängler gleichzeitig, sendung partitur avisiert haben, ihm, sobald möglich, photographie manuskriptes senden werden."
ASCC 17775,"erlauben deshalb, freundlichst bitten, uns, manuskript photographieren lassen, kopie lassen, furtwängler senden würden."
ASCC 17775,"bitten richt, furtwängler uraufführung vergeben empfehlen ausdrucke"
ASCC 17776,beilage finden probeseite für stimmen iii.
ASCC 17776,streichquartetts.
ASCC 17776,"bitten seite zusehen mitzuteilen, stich form zusagt, insbesondere für tempo- instrumentenbezeich nungen verwendeten schriften ziffern für taktzahlen entsprechen."
ASCC 17776,probeseite erbitten bemerkungen zurück empfehlen
ASCC 17777,"bedauern sehr, anfrage kontophot-zentrale berlin nachricht erhalten sofort eintreffen telegraphieren."
ASCC 17777,– bibel wunschgemäss besorgt gleicher post geschickt.
ASCC 17777,"freuen sehr, arbeit partitur rasch vorwärts schreitet hof fen nur, beitragen können, frage pho tographischen reproduktion rasch lösen."
ASCC 17777,"beiliegendes telegramm geöffnet, inhalt weitertelegraphieren können."
ASCC 17777,"bitten sie, unsererseits herzlich sten geburtstagswünsche entgegenzunehmen."
ASCC 17778,"erhielten zurückge sandte probeseite stimmen streichquartett dafür sorgen, anweisung bezüglich destellen genaueste beachtung findet."
ASCC 17778,"vorbemerkung selbstverständlich stimme wortlaut ge bracht taschenpartitur hat, sodass stimme, (da titel versehen wird) seite 3 beginnt."
ASCC 17779,"folgten herrn georg schönberg, s. 150.– u. überwiesen gleichzeitig postsparkassenkonto 〃 s. 690.– s. 840.–, betrag gegenwert rate per dezember 1928 r.m."
ASCC 17779,500.– ergibt.
ASCC 17780,schreiben 28.
ASCC 17780,september erhalten.
ASCC 17780,"konto „neue werke“ tatsächlich monatszahlungen belastet worden, für rechnung werke ge leistet wurden."
ASCC 17780,"gerne bereit wunsche rechnung tragen vorgemerkt, 1000.– konto „neue werke“ belastet wurden, konto „alte werke“ übertragen werden, letzte zahlung oktober-rate gelten hat."
ASCC 17780,inhalt geehrten schreibens herr direktor hertzka separat beantworten.
ASCC 17781,"absicht, unseres langjährigen ver tragsverhältnisses gegenseitigen akt courtoisie noblesse erfolgen lassen, findet bereit willigste gefolgschaft."
ASCC 17781,"buchhaltung angewiesen, 1000 mark, die, meinen, konto „alte werke“ gehören, konto angelastet werden, „neue werke“ vorschuss 1000 mark erhalten haben."
ASCC 17781,"befriedigung kenntnis ge nommen, wenigen wochen bach-orchesterbearbei tung liefern werden, saison aufgeführt kann."
ASCC 17781,"uraufführung gerne möch ten, einstweilen vergeben."
ASCC 17781,herstellung partitur stimmen selbstverständlich möglichster beschleunigung erfolgen.
ASCC 17781,"interessiert mitteilung, letzten kammermusikwerken „serenade“, „bläserquintett“ „suite op."
ASCC 17781,"29“ orchesterbearbeitungen herzustellen beabsichtigen, verbreitung werke nachzuhelfen."
ASCC 17781,"– hoffentlich herrlichen cap martin erholt sonne, während schönen wochen aufgenommen haben, strahlen."
ASCC 17781,"okoberhälfte hoffe berlin freue mich, verehrte frau wiederzusehen besprechen, beschrei ben lässt."
ASCC 17781,p. s. gewünschte abschrift letzten fassung vorbe merkungen suite op.
ASCC 17781,29 lasse zugehen.
ASCC 17782,"schreiben 12. d. m. beantwortet, einlangen bach bearbeitung- partitur gewartet kam."
ASCC 17782,verzweifelt gewesen.
ASCC 17782,6 abends wert paket eingelangt.
ASCC 17782,sofort diesbezügliches telegramm erhalten.
ASCC 17782,"freue sehr, kurzer 2 partituren herausgabe erhalten."
ASCC 17782,"material variationen-werkes für furtwängler, der, wissen, aufführung berlin 2."
ASCC 17782,"dezember veranstaltet, vorbe reitet baldigst bach-werk gehen."
ASCC 17782,"kenntnis genommen, engagements dafür bekommen wollen, wege stehen wollten, wirklichen freunde ur aufführung will."
ASCC 17782,über verständigen.
ASCC 17782,zahlungs-dispositionen befolgt.
ASCC 17782,zahnarzt rechnung sofort bezahlt erhalten postscheckamt berlin überweisung ab.
ASCC 17782,"letzten oktober- allerersten novembertagen berlin würde herzlich freuen, berlin sehen könnte."
ASCC 17782,wohne hotel fürstenhof.
ASCC 17782,"herzlichen grüssen, verehrte frau, hoffnung, wiederzusehen, p. s. für bach-partitur erwarten bemerkungen."
ASCC 17782,"partitur herrn stein sofort übergeben, frage transpo nierenden instrumente äussert."
ASCC 17783,"beiliegend überreichen probeseite partitur variationen, insbesondere richtige verwendung schriften ziffern prüfen bitten."
ASCC 17783,"stecherei stellt überdies fragen, beantwortung höfl."
ASCC 17783,suchen.
ASCC 17783,"interesse möglichst schnellen fertigstellung partitur, wären für baldige rücksendung beantwortung anfragen verbunden."
ASCC 17783,"erlauben gelegenheit erinnern, güte hatten, für letzte heft 6 heften bestehenden sammlung „musik zeit“ klavierstück zuzusagen."
ASCC 17783,"wären dankbar, klavierstück einsenden könnten, übrigen 5 hefte druck befinden laufe nächsten 14 3 wochen erscheinen grösster wichtigkeit wäre, vi."
ASCC 17783,heft später erscheint übrigen.
ASCC 17784,gegenwert r.m.
ASCC 17784,500.–✓ (rate per november 1928) postsparkassenkonto nr.
ASCC 17784,173.747 betrag ..... s. 840.– überwiesen.
ASCC 17785,"allgemeine deutsche musik verein für tonkünstlerfest 1929 duisburg, 6 opernabende geboten werden, „glückliche hand“ ausgewählt theater duisburg tele grafisch material verlangt, möchten wir, be theater abschliessen, anfragen, besondere bedingungen für abschluss stellen."
ASCC 17785,"gestatten erinnern, breslau 2 voraussetzungen gestellt haben: materieller beziehung vorschlag gemacht, materialpreis bezog."
ASCC 17785,falle dürften theater ohnedies bedingungen erhalten.
ASCC 17785,"künstlerischer beziehung bedin gung gestellt, direkten brieflichen verkehr theater zusagen über künstlerische fragen erhal ten."
ASCC 17785,"punkt möchten bemerken, daß duisburg 2 regisseure, dr. alexander schum intendant dr. saladin schmitt sind."
ASCC 17785,kapellmeister 2 junge begabte leute da: herr drach herr grümmer.
ASCC 17785,"kennen herren persönlich überzeugt, duisburg wünsche setzen herren theaters be grüssen werden, möglichst ausführliche weisungen geben."
ASCC 17785,"bitten sie, verehrter herr schönberg, möglichst umgehend antwort erteilen."
ASCC 17785,theater möchte studium allernächster be ginnen.
ASCC 17786,"lassen wünschen korrigierte neuerliche probeseite variationen freundlichen durchsicht zugehen bitten mitzu teilen, nunmehr verwendeten schriften, ziffern, abkürzungen usw."
ASCC 17786,einverstanden sind.
ASCC 17786,"werk inzwischen selbstverständlich weitergestochen, korrektur beschleunigt, bezüglich ausstattung vollständige sicherheit haben."
ASCC 17786,begleitschreiben 1.
ASCC 17786,probe seite geäusserten wünsche selbstverständlich berück sichtigt.
ASCC 17787,grund zeilen 8. ds.
ASCC 17787,"m., nunmehr vertrag über „glückliche hand“ duisburg ge schickt."
ASCC 17787,"wünsche ebenfalls dorthin mitgeteilt abschluss vertrages erklärung abhängig ge macht, respektiert."
ASCC 17788,grösstem interesse ersehe eingelangten geschätzten schreiben 15.
ASCC 17788,"ds., absicht haben, einaktige komische oper grund verfügung gestellten opernbuches komponieren, für möglich halten, werk februar fertig werden."
ASCC 17788,"gründe wären, veranlassung geben, werk übergeben, jedenfalls grund willkommen, würde selbstverständ lich freuen, komische oper verlag nehmen."
ASCC 17788,"gebiete bühnenvertriebes universal edition international stelle möglichkeiten, werk bietet, weitaus ausnützen verlag welt."
ASCC 17788,"– sehr, schwer, beinahe unmöglich erscheint mir, mitteilung schriftlich „einen antrag“ stellen."
ASCC 17788,"glaube aber, unerlässlich notwendig ist, sonntag, 2."
ASCC 17788,"dezember (zur variationen uraufführung) berlin werde, wahrscheinlich grössten woche 2. 8. verbleibe (am 7. uraufführung schreker „der singende teufel“), gelegenheit hätten, über angelegenheit ausführlich persönlich sprechen hoffentlich verständigung gelangen."
ASCC 17788,"ja, schreiben, berlin müssen (ich vermute, allernächsten fall wird), nächsten 10 12 komposition hinblick darauf, aenderungen autor verlangt haben, befassen können, glaube ich, hinausschiebung ver ständigung wünschen entsprechen dürfte."
ASCC 17788,"beinahe 2 dezenien währenden verbindung schwierige komplizierte vertragsangelegenheiten mündlich schliesslich abschluss bringen können, sodass ich, seite ebenfalls beste wille vorhanden ist, hoffe, mündlich können."
ASCC 17788,"gütige mitteilung darüber bitte, berlin früheren adresse telephonnummer erreichbar werden, begrüsse verehrte frau, baldiges wiedersehen freuend,"
ASCC 17789,gege nwert r.m.
ASCC 17789,500.– (rate per dezember 1928) postsparkassenkonto nr.
ASCC 17789,173.747 betrag .... s. 840.– überwiesen.
ASCC 17790,"stadttheater duisburg schreibt heute: „selbstverständlich gerne bereit, wünsche herrn schönberg hinsichtlich einstu dierung „glücklichen hand“ berücksichtigen."
ASCC 17790,"wür sagen können, herrn schönberg zuver lässig erreichen können?"
ASCC 17790,"studium werkes beschäftigt.“ theater adresse be kanntgegeben nehmen an, allernächsten nachricht erhalten werden."
ASCC 17791,"senden beiliegend bemerkung für „variationen“ orchesterbesetzung, herrn greissle revidiert ergänzt bitten mitteilung, vorbemerkung orchesterbesetzung form gedruckt kann, bezw."
ASCC 17791,aenderungen wünschen.
ASCC 17791,p. s. erhalten korrektur i. geige streich-quartetts zurück.
ASCC 17791,"selbstverständlich vorgemerkt, vorbemerkung stimme beizugeben ist."
ASCC 17791,"ihnen, für überflüssig gehalten haben, korrektur stimmen, abzug vorbemerkung einsenden."
ASCC 17792,zufolge schreibens roquebrune liessen postwendend partitur „suite“ dorthin zugehen.
ASCC 17792,"freuen hören, nunmehr definitiv entschlossen haben, werk dresden dirigieren teilen gefälligen orientierung mit, komplettes material händen herrn paul aron befindet."
ASCC 17793,erhielten soeben schreiben 5. ds.
ASCC 17793,"m., kopie vorbemerkungen ."
ASCC 17793,hierüber über stichanweisungen erhalten verlagsab teilung nachricht.
ASCC 17793,"herrn kapellmeister stein nachricht erhalten, unmittelbar variationen berlin würden über aufnahme werkes geschrieben."
ASCC 17793,"ferner nachricht bezüglich zusendung partitur suite erhalten, schrieben, dresden diri gieren sollen."
ASCC 17793,"naturgemäss annehmen, nachrichten roquebrune erreichen würden."
ASCC 17793,"partitur suite berliner adresse geschickt herr direktor hertzka, eigens aufführung variationen berlin gefahren ist, be stimmt erwartet, sehen 19."
ASCC 17793,no vember diesbezüglich geschrieben.
ASCC 17793,"entnehmen dresdner zeitungen, sie, herr kutzschbach aufführung dirigiert."
ASCC 17793,vorbemerkungen wur infolge unkenntnis aufenthaltes 30.xi.
ASCC 17793,"herrn greissle revidierten orchester besetzung berliner adresse geschickt angefragt, vorbemerkung orchesterbesetzung form gedruckt können."
ASCC 17793,"möchten ausdrücklich betonen, gerügten unterlassungen unkenntnis aufenthaltortes herbeigeführt wurden."
ASCC 17793,aufführung furtwängler ausgezeichnet sein.
ASCC 17793,sowohl generalprobe aufführung ziemlich lebhafter weise demon striert.
ASCC 17793,gestatten kritik anbei über mitteln.
ASCC 17793,herr direktor hertzka anfangs nächster woche berlin zurück sicherlich sofort grund eindruckes genaues über aufführung aufnahme schreiben.
ASCC 17793,schrieben berlin duisburger intendanz wünsche bezüglich führung „glücklichen hand“ vollkommen akzeptiert verbindung setzen wird.
ASCC 17793,"intendanz teilt mit, studium werkes beschäftigt ist."
ASCC 17793,für aufführung suite dresden ha ben sowohl dresdner kritik auswärtige kritiker material versehen.
ASCC 17793,vorbereitung publikums dresdner neuesten nachrichten erschienen.
ASCC 17794,zurückkommend schreiben 5. cts.
ASCC 17794,legen leihweise überlassene kopie vorbemerkungen bei.
ASCC 17794,vorbemerkungen seinerzeit erhalten selbstverständlich wunschgemäss stimme beigegeben.
ASCC 17794,stichanweisung eingelangt stecherei übergeben worden.
ASCC 17794,übrige schreibens unserem schreiben 8. cts.
ASCC 17794,erledigt.
ASCC 17795,"vorgestern eingelangte karte erlauben mitzuteilen, p.s."
ASCC 17795,"wunsche gemäss lassen klavierauszüge krenek-einaktern ehrenexemplar, partitur „potpourris“ leihweise zugehen."
ASCC 17796,höfl.
ASCC 17796,erwiderung gesch.
ASCC 17796,schreiben 14. cts.
ASCC 17796,teilen höfl.
ASCC 17796,"mit, seinerzeit herrn greissle geänderte vorbemerkung eingesendet haben, über herrn greissle’s wunsch, verfasste vorbemerkung begutachtung vorlegen wollte."
ASCC 17796,"kenntnis genommen, eingesandte vorbemerkung, für variationen präludium fuge bach ergänzt waren, wünschen herrn greissle geänderte alte vorbemerkung vorbemerkung satz befördert kürze korrekturabzüge einsenden, ersehen werden, besitz richtigen vorlagen anordnungen entsprechend verfahren wird."
ASCC 17797,empfingen schreiben 20. ds.
ASCC 17797,"wunsche gemäss, lasten kontos „alte werke“ s. 500.– i. w. schilling fünfhundert verein für musik, wien, i., elisabethstr."
ASCC 17797,"13, gunsten herrn alban berg veran stalteten anton webern-sammlung überwiesen."
ASCC 17798,liebes schreiben 25.
ASCC 17798,"dezember erlaube mitzuteilen, für 8 berlin reise hoffe, berlin woche sehen können."
ASCC 17798,"anfrage, werk erwerben will, umgehend antworten."
ASCC 17798,lässt schriftlich unmög lich machen.
ASCC 17798,"weise persönliche zusammenkunft warten sollen, möchte anregen, sicherheit sogleich verlag ver bindung setzen, wobei freundliches entgegenkommen, gleichen bedingungen unbedingt u.e."
ASCC 17798,"vorzuziehen, geltung gelangen hätte."
ASCC 17798,"wünschen für für liebe frau, verbleibe"
ASCC 17799,"woche ausserordentlich übermüdet, schonen komme dazu, freundliche zuschrift 14. d. m. beantworten."
ASCC 17799,"– freue mich, vorschlag, verleger wenden, für gerecht erachten hoffe, inzwischen getan haben, schreiben selbst, nächster vorschlag verlages dürften."
ASCC 17799,"gang betrifft, sorge scheint, glaube ich, einfach wäre."
ASCC 17799,"empfin dung, verleger, vorschlag macht, unfair erscheint, anbot geben, vorrecht gleichen bedingungen einräumen – getan – verpflichtet, derartiges anbot bekanntzugeben."
ASCC 17799,können umständen stühlen sitzen kommen.
ASCC 17799,"kernpunkt für doch, u.e."
ASCC 17799,für verlag höchst erreichbaren preis bekommen.
ASCC 17799,u.e.
ASCC 17799,"höchst erreichbaren preis bieten, nennen."
ASCC 17799,"können nennen, verlag geboten wird."
ASCC 17799,ergo müssen anbot verlag erhalten trachten.
ASCC 17799,angebot u.e.
ASCC 17799,"würde zweck absolut erreicht können wären ausserstande, anbot machen."
ASCC 17799,"glaube, stand punkt begreifen sehe grossem interesse mitteilungen entgegen."
ASCC 17800,verehrter meister schönberg!
ASCC 17800,"unbefriedigender gesundheitszustand schuld daran, geschätztes schreiben 29."
ASCC 17800,januar antworten kann.
ASCC 17800,"traurig, briefe ersehen, unverständlichen verbitterung u.e."
ASCC 17800,"gegenüber jahrelangen positiven leistungen gegenüber taub blind sind, vermeintlichen negativen vorfällen übermässige hellsichtigkeit feinhörigkeit entwickeln."
ASCC 17800,"unzufriedenheit letzten vertragsjahren spiegelte briefe führte dazu, überzeugung hatten, könnten moment erwarten, lästige bindung unserem verlage gegenüber über schaffen frei verfügen."
ASCC 17800,vorhaben abhalten?
ASCC 17800,frage gequält.
ASCC 17800,"würden verfügung stehen, umständen berechtigten materiellen ansprüche weiterhin befriedigen, hätte ablauf unseres vertrages grössten strengungen gemacht, verlängern."
ASCC 17800,"bewusst, zeit, wirtschaftlich für schwieriger kritischer wird, grosszügig können verständigung uns, überhaupt, schliesslich bedingungen, befriedigt hätte, erfolgen könnte."
